scrap_date,asin,price,france_shipment_price,rating,ratings_count
19/12/04,B00KGGK1J8,nan,nan,3.8,172
19/12/04,B00IAKLM54,$189.90,$58.32,3.6,820
19/12/04,B005MJHFHK,$32.52,$199.95,nan,nan
19/12/04,B00VXW0J5A,nan,nan,nan,nan
19/12/04,B00OY50CZU,$29.81,nan,nan,nan
19/12/05,B0168YIWSI,$135.94,$36.85,4.3,355
19/12/05,B018K251JE,$89.99,$87.88,3.9,154
19/12/05,B00VILQKQ8,$84.93,$76.91,3.9,125
19/12/05,B00C78VIUE,nan,nan,3.8,68
19/12/05,B075WKS4D8,$159.99,$51.04,3.7,495
19/12/05,B000YA33DC,$91.00,$47.75,4.5,971
19/12/05,B00505EZYW,$39.99,$15.33,4.7,975
19/12/05,B00WBS31OQ,nan,nan,3.9,68
19/12/05,B0172DS3ME,nan,nan,4.6,3
19/12/05,B00NTJKAXG,$199.99,nan,3.6,200
19/12/05,B00R5WGT2E,$79.95,$36.57,4.4,204
19/12/05,B00V631478,$77.00,$34.71,3.8,20
19/12/05,B009AEMB6I,$21.95,$12.27,4.2,283
19/12/05,B06XSGYCHC,nan,nan,4.1,158
19/12/05,B012ASF1WQ,nan,nan,3.7,46
19/12/05,B01LYGPB3J,nan,nan,3.4,74
19/12/05,B011QHAOWO,nan,nan,3.8,322
19/12/05,B01J0BFAAO,nan,nan,4.2,29
19/12/05,B019Q88VAM,$198.00,$56.30,3.7,70
19/12/05,B004OVE61U,$27.99,$17.14,4.3,2779
19/12/05,B007QOIP3M,$20.94,nan,4.2,49
19/12/05,B01ETTL6LE,nan,nan,4.0,31
19/12/05,B009E6J1BU,nan,nan,3.8,606
19/12/05,B00B7C07LC,$78.99,$74.83,3.5,54
19/12/05,B01700RNIO,$39.95,$20.82,4.0,97
19/12/05,B005YXXS4I,nan,nan,4.1,97
19/12/05,B00Q397RJY,nan,nan,3.3,31
19/12/05,B005LKCDR2,nan,nan,4.8,8
19/12/05,B001447Z8Q,nan,nan,3.3,28
19/12/05,B06XVDYHQX,$1049.99,nan,3.7,20
19/12/05,B008FH1PJA,$124.99,nan,3.3,1568
19/12/05,B071ZVQVFQ,nan,nan,3.9,706
19/12/05,B001AVRD62,$219.95,$264.30,4.4,1851
19/12/05,B00TVFO08S,nan,nan,3.6,65
19/12/05,B01KUAMCWI,$159.99,$40.89,3.8,396
19/12/05,B01CEAT9ZU,$218.00,$65.89,3.6,33
19/12/05,B01MUG578I,nan,nan,4.3,317
19/12/05,B072MP2CFG,nan,nan,4.3,92
19/12/05,B00IWQ3YPC,nan,nan,4.1,99
19/12/05,B000O3TFWW,$179.99,nan,4.7,365
19/12/05,B00LIL7YVI,$90.61,$29.68,3.0,102
19/12/05,B00170HCOO,$289.00,nan,4.2,307
19/12/05,B001BBT7RY,$289.00,$117.13,4.2,307
19/12/05,B00170O1HK,$289.00,$117.13,4.2,307
19/12/05,B0038NMC8O,$59.99,$30.80,4.3,69
19/12/05,B01364B00K,nan,nan,2.6,173
19/12/05,B00F6PRSMW,nan,nan,4.1,396
19/12/05,B01AEW9E46,nan,nan,3.1,64
19/12/05,B00RZYD51A,nan,nan,3.8,130
19/12/05,B0742RMVQ8,nan,nan,3.8,126
19/12/05,B00L2EWRW2,nan,nan,3.7,46
19/12/05,B00PASUGTC,$349.00,nan,4.4,28
19/12/05,B008JJLZ7G,$73.54,$26.14,4.4,4773
19/12/05,B073JHHNJ9,$54.95,$22.16,3.9,2173
19/12/05,B00KGGK1J8,nan,nan,3.8,172
19/12/05,B00IAKLM54,$199.99,$60.91,3.6,820
19/12/05,B005MJHFHK,$32.52,$199.95,nan,nan
19/12/05,B00VXW0J5A,nan,nan,nan,nan
19/12/05,B00OY50CZU,$29.81,nan,nan,nan
19/12/05,B0168YIWSI,$135.94,$36.85,4.3,355
19/12/05,B018K251JE,$89.99,$87.88,3.9,154
19/12/05,B00VILQKQ8,$84.93,$76.91,3.9,125
19/12/05,B00C78VIUE,nan,nan,3.8,68
19/12/05,B075WKS4D8,$159.99,$51.04,3.7,495
19/12/05,B000YA33DC,$91.00,$47.75,4.5,971
19/12/05,B00505EZYW,$39.99,$15.33,4.7,975
19/12/05,B00WBS31OQ,nan,nan,3.9,68
19/12/05,B0172DS3ME,nan,nan,4.6,3
19/12/05,B00NTJKAXG,$199.99,nan,3.6,200
19/12/05,B00R5WGT2E,$79.95,$36.57,4.4,204
19/12/05,B00V631478,$77.00,$34.71,3.8,20
19/12/05,B009AEMB6I,$21.95,$12.27,4.2,283
19/12/05,B06XSGYCHC,nan,nan,4.1,158
19/12/05,B012ASF1WQ,nan,nan,3.7,46
19/12/05,B01LYGPB3J,nan,nan,3.4,74
19/12/05,B011QHAOWO,nan,nan,3.8,322
19/12/05,B01J0BFAAO,nan,nan,4.2,29
19/12/05,B019Q88VAM,$198.00,$56.30,3.7,70
19/12/05,B004OVE61U,$27.99,$17.14,4.3,2779
19/12/05,B007QOIP3M,$20.94,nan,4.2,49
19/12/05,B01ETTL6LE,nan,nan,4.0,31
19/12/05,B009E6J1BU,nan,nan,3.8,606
19/12/05,B00B7C07LC,$78.99,$74.83,3.5,54
19/12/05,B01700RNIO,$39.95,$20.82,4.0,97
19/12/05,B005YXXS4I,nan,nan,4.1,97
19/12/05,B00Q397RJY,nan,nan,3.3,31
19/12/05,B005LKCDR2,nan,nan,4.8,8
19/12/05,B001447Z8Q,nan,nan,3.3,28
19/12/05,B06XVDYHQX,$1049.99,nan,3.7,20
19/12/05,B008FH1PJA,$124.99,nan,3.3,1568
19/12/05,B071ZVQVFQ,nan,nan,3.9,706
19/12/05,B001AVRD62,$219.95,$264.30,4.4,1851
19/12/05,B00TVFO08S,nan,nan,3.6,65
19/12/05,B01KUAMCWI,$159.99,$40.89,3.8,396
19/12/05,B01CEAT9ZU,$218.00,$65.89,3.6,33
19/12/05,B01MUG578I,nan,nan,4.3,317
19/12/05,B072MP2CFG,nan,nan,4.3,92
19/12/05,B00IWQ3YPC,nan,nan,4.1,99
19/12/05,B000O3TFWW,$179.99,nan,4.7,365
19/12/05,B00LIL7YVI,$90.61,$29.68,3.0,102
19/12/05,B00170HCOO,$289.00,nan,4.2,307
19/12/05,B001BBT7RY,$289.00,$117.13,4.2,307
19/12/05,B00170O1HK,$289.00,$117.13,4.2,307
19/12/05,B0038NMC8O,$59.99,$30.80,4.3,69
19/12/05,B01364B00K,nan,nan,2.6,173
19/12/05,B00F6PRSMW,nan,nan,4.1,396
19/12/05,B01AEW9E46,nan,nan,3.1,64
19/12/05,B00RZYD51A,nan,nan,3.8,130
19/12/05,B0742RMVQ8,nan,nan,3.8,126
19/12/05,B00L2EWRW2,nan,nan,3.7,46
19/12/05,B00PASUGTC,$349.00,nan,4.4,28
19/12/05,B008JJLZ7G,$73.54,$26.14,4.4,4773
19/12/05,B073JHHNJ9,$54.95,$22.16,3.9,2173
19/12/05,B00KGGK1J8,nan,nan,3.8,172
19/12/05,B00IAKLM54,$199.99,$60.91,3.6,820
19/12/05,B005MJHFHK,$32.52,$199.95,nan,nan
19/12/05,B00VXW0J5A,nan,nan,nan,nan
19/12/05,B00OY50CZU,$29.81,nan,nan,nan
19/12/06,B0168YIWSI,$135.94,$36.85,4.3,355
19/12/06,B018K251JE,$89.99,$87.88,3.9,154
19/12/06,B00VILQKQ8,$84.93,$76.91,3.9,125
19/12/06,B00C78VIUE,nan,nan,3.8,68
19/12/06,B075WKS4D8,$159.99,$51.04,3.8,498
19/12/06,B000YA33DC,$91.00,$47.75,4.5,971
19/12/06,B00505EZYW,$39.99,$15.33,4.7,975
19/12/06,B00WBS31OQ,nan,nan,3.9,68
19/12/06,B0172DS3ME,nan,nan,4.6,3
19/12/06,B00NTJKAXG,$199.99,nan,3.6,200
19/12/06,B00R5WGT2E,$79.95,$36.57,3.9,54
19/12/06,B00V631478,$77.00,$34.71,3.8,20
19/12/06,B009AEMB6I,$21.95,$12.27,4.2,283
19/12/06,B06XSGYCHC,nan,nan,4.1,158
19/12/06,B012ASF1WQ,nan,nan,3.7,46
19/12/06,B01LYGPB3J,nan,nan,3.4,74
19/12/06,B011QHAOWO,nan,nan,3.8,322
19/12/06,B01J0BFAAO,nan,nan,4.2,29
19/12/06,B019Q88VAM,$198.00,$56.30,3.7,70
19/12/06,B004OVE61U,$27.99,$17.57,4.3,2781
19/12/06,B007QOIP3M,$20.94,nan,4.2,50
19/12/06,B01ETTL6LE,$298.00,nan,4.0,31
19/12/06,B009E6J1BU,nan,nan,3.8,606
19/12/06,B00B7C07LC,$78.99,$74.83,3.5,54
19/12/06,B01700RNIO,$39.95,$20.82,4.0,97
19/12/06,B005YXXS4I,nan,nan,4.1,97
19/12/06,B00Q397RJY,nan,nan,3.3,31
19/12/06,B005LKCDR2,nan,nan,4.8,8
19/12/06,B001447Z8Q,nan,nan,3.3,28
19/12/06,B06XVDYHQX,$1049.99,nan,3.7,20
19/12/06,B008FH1PJA,nan,nan,3.3,1569
19/12/06,B071ZVQVFQ,nan,nan,3.9,706
19/12/06,B001AVRD62,$219.95,$264.30,4.4,1852
19/12/06,B00TVFO08S,nan,nan,3.6,65
19/12/06,B01KUAMCWI,$159.99,$40.89,3.8,396
19/12/06,B01CEAT9ZU,$218.00,$65.89,3.6,33
19/12/06,B01MUG578I,nan,nan,4.3,317
19/12/06,B072MP2CFG,nan,nan,4.3,92
19/12/06,B00IWQ3YPC,nan,nan,4.1,99
19/12/06,B000O3TFWW,$179.99,nan,4.7,365
19/12/06,B00LIL7YVI,$90.61,$29.68,3.0,102
19/12/06,B00170HCOO,nan,nan,4.2,307
19/12/06,B001BBT7RY,$289.00,$117.13,4.2,307
19/12/06,B00170O1HK,$289.00,$117.13,4.2,307
19/12/06,B0038NMC8O,$54.00,$29.48,4.3,69
19/12/06,B01364B00K,nan,nan,2.6,173
19/12/06,B00F6PRSMW,nan,nan,4.1,396
19/12/06,B01AEW9E46,nan,nan,3.1,64
19/12/06,B00RZYD51A,nan,nan,3.8,130
19/12/06,B0742RMVQ8,nan,nan,3.8,126
19/12/06,B00L2EWRW2,nan,nan,3.7,46
19/12/06,B00PASUGTC,$349.00,nan,4.4,28
19/12/06,B008JJLZ7G,$73.54,$26.14,4.4,4784
19/12/06,B073JHHNJ9,nan,nan,4.0,2176
19/12/06,B00KGGK1J8,nan,nan,3.8,172
19/12/06,B00IAKLM54,$179.99,$56.01,3.6,820
19/12/06,B005MJHFHK,nan,nan,nan,nan
19/12/06,B00VXW0J5A,nan,nan,nan,nan
19/12/06,B00OY50CZU,$29.81,nan,nan,nan
19/12/07,B0168YIWSI,$135.94,$36.85,4.3,356
19/12/07,B018K251JE,$84.99,$86.87,3.9,154
19/12/07,B00VILQKQ8,$84.93,$76.91,3.9,125
19/12/07,B00C78VIUE,nan,nan,3.8,68
19/12/07,B075WKS4D8,$159.99,$51.04,3.8,499
19/12/07,B000YA33DC,$91.00,$47.75,4.5,971
19/12/07,B00505EZYW,$39.99,$15.33,4.7,975
19/12/07,B00WBS31OQ,nan,nan,3.9,68
19/12/07,B0172DS3ME,nan,nan,4.6,3
19/12/07,B00NTJKAXG,$199.99,nan,3.6,201
19/12/07,B00R5WGT2E,$79.95,$36.57,4.5,206
19/12/07,B00V631478,$77.00,$34.71,3.8,20
19/12/07,B009AEMB6I,$21.95,$12.27,4.2,283
19/12/07,B06XSGYCHC,nan,nan,4.1,159
19/12/07,B012ASF1WQ,nan,nan,3.7,46
19/12/07,B01LYGPB3J,nan,nan,3.4,74
19/12/07,B011QHAOWO,nan,nan,3.8,322
19/12/07,B01J0BFAAO,nan,nan,4.2,29
19/12/07,B019Q88VAM,$198.00,$56.30,3.7,70
19/12/07,B004OVE61U,$27.99,$17.57,4.3,2784
19/12/07,B007QOIP3M,nan,nan,4.2,50
19/12/07,B01ETTL6LE,$298.00,nan,4.0,31
19/12/07,B009E6J1BU,nan,nan,3.8,606
19/12/07,B00B7C07LC,$77.99,$74.59,3.5,54
19/12/07,B01700RNIO,$39.95,$20.82,4.0,97
19/12/07,B005YXXS4I,nan,nan,4.1,97
19/12/07,B00Q397RJY,nan,nan,3.3,31
19/12/07,B005LKCDR2,nan,nan,4.8,8
19/12/07,B001447Z8Q,nan,nan,3.3,28
19/12/07,B06XVDYHQX,$1049.99,nan,3.7,20
19/12/07,B008FH1PJA,nan,nan,3.3,1569
19/12/07,B071ZVQVFQ,nan,nan,3.9,706
19/12/07,B001AVRD62,$219.95,$264.30,4.4,1852
19/12/07,B00TVFO08S,nan,nan,3.6,65
19/12/07,B01KUAMCWI,$159.99,$40.89,3.8,396
19/12/07,B01CEAT9ZU,$218.00,$65.89,3.6,33
19/12/07,B01MUG578I,nan,nan,4.3,317
19/12/07,B072MP2CFG,nan,nan,4.3,92
19/12/07,B00IWQ3YPC,nan,nan,4.1,99
19/12/07,B000O3TFWW,$179.99,nan,4.7,365
19/12/07,B00LIL7YVI,$90.61,$29.68,3.0,102
19/12/07,B00170HCOO,nan,nan,4.2,307
19/12/07,B001BBT7RY,$289.00,$117.13,4.2,307
19/12/07,B00170O1HK,$289.00,$117.13,4.2,307
19/12/07,B0038NMC8O,$54.00,$29.48,4.3,69
19/12/07,B01364B00K,nan,nan,2.6,173
19/12/07,B00F6PRSMW,nan,nan,4.1,396
19/12/07,B01AEW9E46,nan,nan,3.1,64
19/12/07,B00RZYD51A,nan,nan,3.8,130
19/12/07,B0742RMVQ8,nan,nan,3.8,126
19/12/07,B00L2EWRW2,nan,nan,3.7,46
19/12/07,B00PASUGTC,$349.00,nan,4.4,28
19/12/07,B008JJLZ7G,$73.54,$26.14,4.4,4789
19/12/07,B073JHHNJ9,nan,nan,4.0,2175
19/12/07,B00KGGK1J8,nan,nan,3.8,172
19/12/07,B00IAKLM54,$179.99,$56.01,3.6,820
19/12/07,B005MJHFHK,nan,nan,nan,nan
19/12/07,B00VXW0J5A,nan,nan,nan,nan
19/12/07,B00OY50CZU,$29.81,nan,nan,nan
19/12/08,B0168YIWSI,$135.94,$36.85,4.3,356
19/12/08,B018K251JE,$84.99,$86.87,3.9,154
19/12/08,B00VILQKQ8,nan,nan,3.9,125
19/12/08,B00C78VIUE,nan,nan,3.8,68
19/12/08,B075WKS4D8,$159.99,$51.04,3.8,503
19/12/08,B000YA33DC,$92.71,$48.12,4.5,971
19/12/08,B00505EZYW,$39.99,$15.33,4.7,976
19/12/08,B00WBS31OQ,nan,nan,3.9,68
19/12/08,B0172DS3ME,nan,nan,4.6,3
19/12/08,B00NTJKAXG,$199.99,nan,3.6,201
19/12/08,B00R5WGT2E,$79.95,$36.57,3.9,54
19/12/08,B00V631478,$77.00,$34.71,3.8,20
19/12/08,B009AEMB6I,$21.95,$12.27,4.2,284
19/12/08,B06XSGYCHC,$34.99,$17.40,4.1,160
19/12/08,B012ASF1WQ,nan,nan,3.7,46
19/12/08,B01LYGPB3J,nan,nan,3.5,75
19/12/08,B011QHAOWO,nan,nan,3.8,322
19/12/08,B01J0BFAAO,nan,nan,4.2,29
19/12/08,B019Q88VAM,$198.00,$56.30,3.7,70
19/12/08,B004OVE61U,$27.99,$17.57,4.3,2786
19/12/08,B007QOIP3M,nan,nan,4.2,50
19/12/08,B01ETTL6LE,$298.00,nan,4.1,32
19/12/08,B009E6J1BU,nan,nan,3.8,606
19/12/08,B00B7C07LC,$77.99,$74.59,3.5,55
19/12/08,B01700RNIO,$39.95,$20.82,4.0,97
19/12/08,B005YXXS4I,nan,nan,4.1,97
19/12/08,B00Q397RJY,nan,nan,3.3,31
19/12/08,B005LKCDR2,nan,nan,4.8,8
19/12/08,B001447Z8Q,nan,nan,3.3,28
19/12/08,B06XVDYHQX,$1049.99,nan,3.7,20
19/12/08,B008FH1PJA,$129.99,nan,3.3,1569
19/12/08,B071ZVQVFQ,nan,nan,3.9,706
19/12/08,B001AVRD62,$219.95,$264.30,4.4,1852
19/12/08,B00TVFO08S,nan,nan,3.6,65
19/12/08,B01KUAMCWI,$159.99,$40.89,3.7,397
19/12/08,B01CEAT9ZU,$218.00,$65.89,3.7,34
19/12/08,B01MUG578I,nan,nan,4.3,317
19/12/08,B072MP2CFG,nan,nan,4.3,92
19/12/08,B00IWQ3YPC,nan,nan,4.1,99
19/12/08,B000O3TFWW,$179.99,nan,4.7,365
19/12/08,B00LIL7YVI,$90.61,$29.68,3.0,102
19/12/08,B00170HCOO,nan,nan,4.2,307
19/12/08,B001BBT7RY,$289.00,$117.13,4.2,307
19/12/08,B00170O1HK,$289.00,$117.13,4.2,307
19/12/08,B0038NMC8O,$54.00,$29.48,4.3,69
19/12/08,B01364B00K,nan,nan,2.6,173
19/12/08,B00F6PRSMW,nan,nan,4.1,396
19/12/08,B01AEW9E46,nan,nan,3.1,64
19/12/08,B00RZYD51A,nan,nan,3.8,130
19/12/08,B0742RMVQ8,nan,nan,3.8,127
19/12/08,B00L2EWRW2,nan,nan,3.7,46
19/12/08,B00PASUGTC,$349.00,nan,4.4,28
19/12/08,B008JJLZ7G,$69.99,$25.40,4.4,4794
19/12/08,B073JHHNJ9,$54.95,$22.16,4.0,2176
19/12/08,B00KGGK1J8,nan,nan,3.8,172
19/12/08,B00IAKLM54,$179.99,$56.01,3.6,820
19/12/08,B005MJHFHK,nan,nan,nan,nan
19/12/08,B00VXW0J5A,nan,nan,nan,nan
19/12/08,B00OY50CZU,$29.81,nan,nan,nan
19/12/09,B0168YIWSI,$135.94,$36.85,4.3,356
19/12/09,B018K251JE,$84.99,$86.87,3.9,154
19/12/09,B00VILQKQ8,nan,nan,3.9,125
19/12/09,B00C78VIUE,nan,nan,3.8,68
19/12/09,B075WKS4D8,$159.99,$51.04,3.8,503
19/12/09,B000YA33DC,$92.71,$48.12,4.5,971
19/12/09,B00505EZYW,$39.99,$15.33,4.7,976
19/12/09,B00WBS31OQ,nan,nan,3.9,68
19/12/09,B0172DS3ME,nan,nan,4.6,3
19/12/09,B00NTJKAXG,$199.99,nan,3.6,201
19/12/09,B00R5WGT2E,$79.95,$36.57,3.9,54
19/12/09,B00V631478,$77.00,$34.71,3.8,20
19/12/09,B009AEMB6I,$21.95,$12.27,4.2,284
19/12/09,B06XSGYCHC,$34.99,$17.40,4.1,160
19/12/09,B012ASF1WQ,nan,nan,3.7,46
19/12/09,B01LYGPB3J,nan,nan,3.5,75
19/12/09,B011QHAOWO,nan,nan,3.8,322
19/12/09,B01J0BFAAO,nan,nan,4.2,29
19/12/09,B019Q88VAM,$198.00,$56.30,3.7,70
19/12/09,B004OVE61U,$27.99,$17.57,4.3,2786
19/12/09,B007QOIP3M,nan,nan,4.2,50
19/12/09,B01ETTL6LE,$298.00,nan,4.1,32
19/12/09,B009E6J1BU,nan,nan,3.8,606
19/12/09,B00B7C07LC,$77.99,$74.59,3.5,55
19/12/09,B01700RNIO,$39.95,$20.82,4.0,97
19/12/09,B005YXXS4I,nan,nan,4.1,97
19/12/09,B00Q397RJY,nan,nan,3.3,31
19/12/09,B005LKCDR2,nan,nan,4.8,8
19/12/09,B001447Z8Q,nan,nan,3.3,28
19/12/09,B06XVDYHQX,$1049.99,nan,3.7,20
19/12/09,B008FH1PJA,$129.99,nan,3.3,1569
19/12/09,B071ZVQVFQ,nan,nan,3.9,706
19/12/09,B001AVRD62,$219.95,$264.30,4.4,1853
19/12/09,B00TVFO08S,nan,nan,3.6,65
19/12/09,B01KUAMCWI,$159.99,$40.89,3.7,397
19/12/09,B01CEAT9ZU,$218.00,$65.89,3.7,34
19/12/09,B01MUG578I,nan,nan,4.3,317
19/12/09,B072MP2CFG,nan,nan,4.3,92
19/12/09,B00IWQ3YPC,nan,nan,4.1,99
19/12/09,B000O3TFWW,$179.99,nan,4.7,365
19/12/09,B00LIL7YVI,$90.61,$29.68,3.0,102
19/12/09,B00170HCOO,nan,nan,4.2,307
19/12/09,B001BBT7RY,$289.00,$117.13,4.2,307
19/12/09,B00170O1HK,$289.00,$117.13,4.2,307
19/12/09,B0038NMC8O,$54.00,$29.48,4.3,69
19/12/09,B01364B00K,nan,nan,2.6,173
19/12/09,B00F6PRSMW,nan,nan,4.1,396
19/12/09,B01AEW9E46,nan,nan,3.1,64
19/12/09,B00RZYD51A,nan,nan,3.8,130
19/12/09,B0742RMVQ8,nan,nan,3.8,127
19/12/09,B00L2EWRW2,nan,nan,3.7,46
19/12/09,B00PASUGTC,$349.00,nan,4.4,28
19/12/09,B008JJLZ7G,$69.99,$25.40,4.4,4794
19/12/09,B073JHHNJ9,$54.95,$22.16,4.0,2176
19/12/09,B00KGGK1J8,nan,nan,3.8,172
19/12/09,B00IAKLM54,$179.99,$56.01,3.6,820
19/12/09,B005MJHFHK,nan,nan,nan,nan
19/12/09,B00VXW0J5A,nan,nan,nan,nan
19/12/09,B00OY50CZU,$29.81,nan,nan,nan
19/12/09,B0168YIWSI,$135.94,$36.85,4.3,356
19/12/09,B018K251JE,$84.99,$86.87,3.9,154
19/12/09,B00VILQKQ8,$79.99,$76.91,3.9,125
19/12/09,B00C78VIUE,nan,nan,3.8,68
19/12/09,B075WKS4D8,$159.99,$51.04,3.8,504
19/12/09,B000YA33DC,$92.71,$48.12,4.5,971
19/12/09,B00505EZYW,$39.99,$15.33,4.7,976
19/12/09,B00WBS31OQ,nan,nan,3.9,68
19/12/09,B0172DS3ME,nan,nan,4.6,3
19/12/09,B00NTJKAXG,$199.99,nan,3.6,201
19/12/09,B00R5WGT2E,$79.95,$36.57,3.9,54
19/12/09,B00V631478,$77.00,$34.71,3.8,20
19/12/09,B009AEMB6I,$21.95,$12.27,4.2,284
19/12/09,B06XSGYCHC,$34.99,$17.40,4.1,160
19/12/09,B012ASF1WQ,nan,nan,3.7,46
19/12/09,B01LYGPB3J,nan,nan,3.5,75
19/12/09,B011QHAOWO,nan,nan,3.8,322
19/12/09,B01J0BFAAO,nan,nan,4.2,29
19/12/09,B019Q88VAM,$198.00,$56.30,3.7,70
19/12/09,B004OVE61U,$27.99,$17.57,4.3,2786
19/12/09,B007QOIP3M,nan,nan,4.2,50
19/12/09,B01ETTL6LE,$298.00,nan,4.1,32
19/12/09,B009E6J1BU,nan,nan,3.8,606
19/12/09,B00B7C07LC,$77.99,$74.59,3.5,55
19/12/09,B01700RNIO,$39.95,$20.82,4.0,97
19/12/09,B005YXXS4I,nan,nan,4.1,97
19/12/09,B00Q397RJY,nan,nan,3.3,31
19/12/09,B005LKCDR2,nan,nan,4.8,8
19/12/09,B001447Z8Q,nan,nan,3.3,28
19/12/09,B06XVDYHQX,$1049.99,nan,3.7,20
19/12/09,B008FH1PJA,$129.99,nan,3.3,1569
19/12/09,B071ZVQVFQ,nan,nan,3.9,706
19/12/09,B001AVRD62,$219.95,$264.30,4.4,1853
19/12/09,B00TVFO08S,nan,nan,3.6,65
19/12/09,B01KUAMCWI,$159.99,$40.89,3.7,397
19/12/09,B01CEAT9ZU,$218.00,$65.89,3.7,34
19/12/09,B01MUG578I,nan,nan,4.3,317
19/12/09,B072MP2CFG,nan,nan,4.3,92
19/12/09,B00IWQ3YPC,nan,nan,4.1,99
19/12/09,B000O3TFWW,$179.99,nan,4.7,365
19/12/09,B00LIL7YVI,$90.61,$29.68,3.0,102
19/12/09,B00170HCOO,nan,nan,4.2,307
19/12/09,B001BBT7RY,$289.00,$117.13,4.2,307
19/12/09,B00170O1HK,$289.00,$117.13,4.2,307
19/12/09,B0038NMC8O,$54.00,$29.48,4.3,69
19/12/09,B01364B00K,nan,nan,2.6,173
19/12/09,B00F6PRSMW,nan,nan,4.1,396
19/12/09,B01AEW9E46,nan,nan,3.1,64
19/12/09,B00RZYD51A,nan,nan,3.8,130
19/12/09,B0742RMVQ8,nan,nan,3.8,127
19/12/09,B00L2EWRW2,nan,nan,3.7,46
19/12/09,B00PASUGTC,$349.00,nan,4.4,28
19/12/09,B008JJLZ7G,$69.99,$25.40,4.4,4796
19/12/09,B073JHHNJ9,$54.95,$22.16,4.0,2176
19/12/09,B00KGGK1J8,nan,nan,3.8,172
19/12/09,B00IAKLM54,$179.99,$56.01,3.6,821
19/12/09,B005MJHFHK,nan,nan,nan,nan
19/12/09,B00VXW0J5A,nan,nan,nan,nan
19/12/09,B00OY50CZU,$29.81,nan,nan,nan
